outcome,model_tier,model_type,variable_or_term,effect_measure,log_estimate,se_log_effect,estimate,ci_lower,ci_upper,p_value,n_complete,events_or_counts,note,source_variable,estimate_MI,ci_lower_MI,ci_upper_MI,MI_M,MI_SE_source,MI_note,relative_change_pct,ci_overlap,robustness_status
one_year_mortality,C_minimal,logistic,C(Q('m/f'))[T.m],OR,-0.18928334885220452,0.23213822349637703,0.8275519875651235,0.5250434452773526,1.3043535697531097,0.41484870528204176,497,185.0,consultation_only_not_final_stage5,,0.8947018562781396,0.6018594509692657,1.3300304752852112,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,41.21789457117939,True,not_robust_review
one_year_mortality,C_full,logistic,Q('EstimatedSysPAPressure'),OR,-0.006264351498341042,0.008613432895370036,0.9937552286445392,0.9771191494506773,1.0106745477391852,0.4670562945764073,391,163.0,consultation_only_not_final_stage5,,1.0009765349763742,0.9872859312070602,1.0148569850968248,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,115.58115754743412,True,not_robust_review
survival,C_full,cox,AgeAtFirstHFDate,HR,0.03741768037317369,0.005423880177107868,1.0381265353752949,1.0271490692106486,1.0492213211841954,5.248341325911119e-12,408,335.0,consultation_only_not_final_stage5,AgeAtFirstHFDate,1.0395334627398034,1.0303668356969997,1.0487816403997567,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,3.619515157023807,True,robust_by_DEC077
survival,C_full,cox,albumin-numeric result,HR,-0.5054665722924865,0.11167740202924326,0.6032240621254453,0.4846393571479567,0.7508248427624782,6.007329633009631e-06,408,335.0,consultation_only_not_final_stage5,albumin-numeric result,0.7520999215510417,0.6352004229625595,0.8905130909058359,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,43.63898523214518,True,not_robust_review
survival,C_full,cox,creatinine-numeric result,HR,-0.08467054523029185,0.0319539918173379,0.9188149425079297,0.8630357026550954,0.9781992749299223,0.008054795412478468,408,335.0,consultation_only_not_final_stage5,creatinine-numeric result,0.9245952952696045,0.880913026928135,0.9704436577760225,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,7.40681352277504,True,robust_by_DEC077
survival,C_full,cox,AFIB_binary,HR,0.29376674116289775,0.11505615898499151,1.3414709572141412,1.070644510451818,1.6808047035982154,0.010672391971942106,408,335.0,consultation_only_not_final_stage5,AFIB_binary,1.2125280275956642,1.0098447444014576,1.4558913395904678,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,34.40119928406119,True,not_robust_review
survival,C_full,cox,LV_EF,HR,-0.019347013901866186,0.0038149307868789654,0.9808389384331969,0.973532431059372,0.9882002822442072,3.94913950797859e-07,408,335.0,consultation_only_not_final_stage5,LV_EF,0.9843782122028222,0.9783754987770221,0.9904177546053469,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,18.61744730655275,True,robust_by_DEC077
survival,C_full,cox,TissueDopplerEERatioSeptal,HR,0.01614460472064465,0.0063022137923358515,1.0162756330351914,1.0037996932649647,1.028906632698537,0.0104150607517183,408,335.0,consultation_only_not_final_stage5,TissueDopplerEERatioSeptal,1.0158424933614376,1.004655875471934,1.0271536717326553,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,2.640472210962694,True,robust_by_DEC077
survival,C_full,cox,EstimatedSysPAPressure,HR,0.0029955377028218692,0.0043057447912455485,1.003000028809193,0.9945712223484823,1.0115002678397946,0.4866122082798674,408,335.0,consultation_only_not_final_stage5,EstimatedSysPAPressure,1.002989271071146,0.9955266223583772,1.010507861156611,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,0.358053199056601,True,robust_by_DEC077
survival,C_full,cox,m/f_m,HR,-0.05674656783717848,0.1254233425357067,0.9448334902217024,0.7389154307278532,1.208135988397452,0.6509518597544774,408,335.0,consultation_only_not_final_stage5,m/f,0.9691883094697931,0.7949507966650392,1.181615243551621,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,44.8489074380971,True,not_robust_review
survival,C_full,cox,tricuspid_regurgitation_clin_grouped_None_Trace_Mild,HR,-0.04339756321310032,0.11449192724882401,0.957530635428964,0.7650626009921052,1.1984181642077896,0.7046546379652235,408,335.0,consultation_only_not_final_stage5,tricuspid_regurgitation_clin_grouped,0.9223341254088223,0.7641787915385019,1.1132214716152535,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,86.29555003612464,True,not_robust_review
survival,C_full,cox,LACavitySize_Moderate_or_Severe,HR,0.13251613602472767,0.12304687394913533,1.1416974383986505,0.8970431571411498,1.4530772911753436,0.28149968045973817,408,335.0,consultation_only_not_final_stage5,LACavitySize,1.1052733074153367,0.902775369022823,1.3531927498278404,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,24.467582275615964,True,not_robust_review
survival,C_full,cox,LACavitySize_Normal,HR,0.22907120669641987,0.20987950285650606,1.257431573370392,0.8333637478870562,1.897291747712341,0.2750786446615736,408,335.0,consultation_only_not_final_stage5,LACavitySize,1.0053242492575432,0.7184232231658091,1.4067986857267594,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,97.6818886891329,True,not_robust_review
hospitalization,C_full,negative_binomial,C(Q('m/f'))[T.m],IRR,0.2220857669425337,,1.248678468606255,,,,408,766.0,consultation_only_not_final_stage5,,inf,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,inf,True,not_robust_review
hospitalization,C_full,negative_binomial,C(Q('AFIB_binary'))[T.1],IRR,0.10767671532739753,,1.1136876490357885,,,,408,766.0,consultation_only_not_final_stage5,,0.0,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,inf,True,not_robust_review
hospitalization,C_full,negative_binomial,C(Q('tricuspid_regurgitation_clin_grouped'))[T.None_Trace_Mild],IRR,-0.017736453549650956,,0.9824199115238941,,,,408,766.0,consultation_only_not_final_stage5,,inf,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,inf,True,not_robust_review
hospitalization,C_full,negative_binomial,C(Q('LACavitySize'))[T.Moderate_or_Severe],IRR,-0.21083978901760472,,0.8099038119730664,,,,408,766.0,consultation_only_not_final_stage5,,0.0,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,inf,True,not_robust_review
hospitalization,C_full,negative_binomial,C(Q('LACavitySize'))[T.Normal],IRR,0.2323776079496188,,1.261596027584795,,,,408,766.0,consultation_only_not_final_stage5,,inf,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,inf,True,not_robust_review
hospitalization,C_full,negative_binomial,Q('AgeAtFirstHFDate'),IRR,0.02126271495363918,,1.0214903771865036,,,,408,766.0,consultation_only_not_final_stage5,,,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,,True,not_robust_review
hospitalization,C_full,negative_binomial,Q('albumin-numeric result'),IRR,-0.07158535511979759,,0.9309168156873452,,,,408,766.0,consultation_only_not_final_stage5,,0.0,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,inf,True,not_robust_review
hospitalization,C_full,negative_binomial,Q('creatinine-numeric result'),IRR,-0.05537431428299134,,0.94613093134227,,,,408,766.0,consultation_only_not_final_stage5,,0.0,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,inf,True,not_robust_review
hospitalization,C_full,negative_binomial,Q('LV_EF'),IRR,-0.0029878457105395424,,0.9970166134582471,,,,408,766.0,consultation_only_not_final_stage5,,inf,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,inf,True,not_robust_review
hospitalization,C_full,negative_binomial,Q('TissueDopplerEERatioSeptal'),IRR,0.034692421055009415,,1.0353012229644587,,,,408,766.0,consultation_only_not_final_stage5,,,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,,True,not_robust_review
hospitalization,C_full,negative_binomial,Q('EstimatedSysPAPressure'),IRR,0.002714939760924034,,1.002718628547399,,,,408,766.0,consultation_only_not_final_stage5,,0.0,,,40,model_se_log_effect,consultation_grade_diagnostic; outcomes included as auxiliary predictors and restored; categorical imputation remains approximate; confirm final Stage5 MI with biostatistician,inf,True,not_robust_review
